price;longitude;latitude;total_square;living_square;kitchen_square;number_of_rooms;floor_number;number_of_floors;pricePerSquare
1650000.0;43.83862039;56.24574566;31.2;18.3;5.6;1;3;5;52884.61538461538
5166450.0;43.981868;56.259582;80.1;47.1;10.6;3;11;17;64500.00000000001
3800000.0;44.070593;56.284479;64.0;32.0;15.0;2;5;17;59375.0
5600000.0;43.95613;56.238847;78.0;35.0;30.0;3;5;25;71794.8717948718
8553600.0;44.08604949;56.3001597;118.8;62.1;13.3;3;13;17;72000.0
3150000.0;43.973288;56.255097;51.0;20.0;13.9;1;4;17;61764.705882352944
3019200.0;44.08604949;56.3001597;44.4;18.8;10.8;1;14;17;68000.0
4371200.0;44.08604949;56.3001597;68.3;34.2;12.3;2;6;17;64000.0
3690000.0;44.05870458;56.29337574;59.04;28.18;13.45;2;19;25;62500.0
2700000.0;44.003795;56.317383;31.9;17.6;6.0;1;1;9;84639.49843260189
2360000.0;43.87706;56.331892;38.0;18.0;9.5;1;4;9;62105.26315789474
5460000.0;44.05870458;56.29337574;94.15;53.21;11.14;3;18;25;57992.565055762076
4764700.0;44.0604051;56.29286264;76.85;46.96;11.86;3;2;8;62000.00000000001
2575000.0;44.05870458;56.29337574;41.2;18.04;9.65;1;17;25;62499.99999999999
2320000.0;44.024752;56.294341;40.0;28.0;5.8;2;2;4;58000.0
3690000.0;44.05870458;56.29337574;59.52;27.84;13.02;2;18;25;61995.96774193548
2600000.0;43.911268;56.276718;44.8;30.3;5.4;2;3;5;58035.71428571429
1855414.0;43.92390253;56.30374012;40.8;19.0;9.0;1;27;27;45475.833333333336
6130000.0;44.05870458;56.29337574;103.04;57.73;12.5;4;17;25;59491.45962732919
4050000.0;43.870574;56.340495;62.0;52.0;7.5;3;5;9;65322.58064516129
3300000.0;44.000938;56.305779;51.7;29.3;8.0;2;1;10;63829.78723404255
1650000.0;43.951629;56.280247;33.8;19.7;5.9;1;6;9;48816.568047337285
1500000.0;43.803479;56.309639;34.0;25.0;5.5;2;3;3;44117.64705882353
2680000.0;44.049618;56.285698;42.0;25.1;6.0;2;2;5;63809.52380952381
2700000.0;43.937184;56.229501;53.1;28.2;8.0;2;7;9;50847.457627118645
1989900.0;43.99836552;56.3038439;36.18;14.18;10.31;1;3;18;55000.0
1350000.0;43.96779;56.239493;18.5;12.0;5.0;1;1;5;72972.97297297297
3622400.0;43.830851;56.342401;75.2;28.3;26.2;2;6;10;48170.21276595745
2000000.0;43.989395;56.262392;37.5;27.6;5.3;2;3;3;53333.333333333336
6936000.0;44.08604949;56.3001597;102.0;56.3;14.4;3;5;17;68000.0
5990000.0;43.830851;56.342401;128.1;68.0;13.0;3;6;10;46760.343481654956
2800000.0;43.812085;56.366974;70.5;34.2;13.9;2;10;14;39716.31205673759
5451000.0;44.08604949;56.3001597;69.0;34.2;12.3;2;17;17;79000.0
1915650.0;43.99836552;56.3038439;34.83;14.07;10.22;1;3;18;55000.0
3151910.0;43.99836552;56.3038439;59.47;30.14;11.34;2;5;18;53000.0
2570000.0;43.946186;56.302173;35.8;15.8;9.3;1;3;23;71787.70949720671
3700000.0;43.945611;56.29037;51.7;29.8;8.6;2;6;9;71566.73114119923
4400000.0;43.957118;56.239448;62.0;29.5;12.2;2;24;25;70967.74193548386
5490000.0;43.983888;56.312005;68.5;40.0;19.0;2;5;5;80145.98540145985
3400000.0;43.941478;56.324755;60.5;45.0;7.1;3;4;9;56198.347107438014
1089960.0;43.815615;56.363858;17.4;12.2;4.0;1;1;11;62641.37931034483
2444000.0;43.815615;56.363858;51.7;32.1;8.4;2;5;11;47272.72727272727
1695000.0;43.815615;56.363858;31.8;16.3;8.4;1;4;11;53301.88679245283
5450000.0;44.061556;56.28326;86.8;49.7;14.7;3;12;17;62788.01843317973
4850000.0;44.07204;56.28926;61.0;29.0;15.0;2;5;10;79508.19672131147
3200000.0;43.871913;56.323173;61.8;43.8;7.1;3;1;9;51779.93527508091
2350000.0;43.925911;56.277668;46.8;24.0;6.0;2;3;5;50213.67521367522
2700000.0;43.825317;56.247906;63.5;31.0;12.6;2;3;5;42519.68503937008
3650000.0;43.837337;56.218657;82.0;55.0;10.0;4;1;9;44512.19512195122
1500000.0;43.93572;56.28231;26.6;15.7;4.5;1;1;2;56390.97744360902
5900000.0;44.080331;56.2827;87.8;59.2;11.0;3;1;5;67198.17767653758
3675001.0;44.042251;56.285308;68.0;35.0;12.3;2;15;17;54044.132352941175
6500000.0;44.063227;56.317962;77.8;29.0;23.5;3;6;10;83547.55784061697
3500000.0;43.825335;56.365842;61.5;34.0;11.2;2;16;19;56910.56910569106
4300000.0;43.814708;56.36283;86.3;56.1;9.0;4;3;9;49826.187717265355
3490000.0;43.911744;56.264557;65.0;36.0;9.0;2;2;5;53692.307692307695
2650000.0;43.842304;56.234155;35.7;16.8;8.5;1;13;15;74229.6918767507
3280000.0;43.954612;56.232779;59.0;38.0;8.0;3;1;9;55593.220338983054
2900000.0;44.027483;56.297573;51.7;29.5;8.0;2;1;10;56092.84332688588
1900000.0;43.860989;56.233239;42.1;29.0;6.0;2;5;5;45130.64133016627
2700000.0;43.823269;56.365299;62.3;42.6;7.0;3;8;9;43338.68378812199
1840000.0;43.942242;56.306767;41.9;30.0;10.5;2;1;4;43914.08114558473
3200000.0;44.061035;56.299146;66.0;44.0;9.0;3;8;9;48484.84848484849
2995000.0;43.97358841;56.25518061;49.0;18.0;14.0;1;8;17;61122.448979591834
3300000.0;44.009571;56.319335;39.8;19.6;9.0;1;4;4;82914.57286432161
2900000.0;43.930914;56.32237;38.8;16.4;10.7;1;12;12;74742.26804123711
4050000.0;43.866774;56.340171;89.0;65.0;8.5;4;4;5;45505.61797752809
1999999.0;43.93024;56.257093;32.7;18.0;8.0;1;4;9;61162.0489296636
3650000.0;44.073683;56.312445;55.3;30.1;7.0;2;5;9;66003.61663652804
5100000.0;43.931974;56.343952;106.9;60.0;11.0;4;10;12;47708.13844714686
2509000.0;44.05870458;56.29337574;40.47;17.13;8.78;1;16;25;61996.54064739313
1990000.0;43.8821;56.310702;44.2;32.1;6.0;2;1;5;45022.62443438914
3565000.0;44.04697235;56.27541857;65.9;36.6;10.8;3;5;10;54097.11684370258
2913060.0;44.01683558;56.26321224;51.65;24.0;14.1;2;4;19;56400.0
2424750.0;43.93169633;56.27276576;39.9;16.0;12.0;1;5;14;60770.67669172933
2785715.0;43.98184483;56.25952466;42.5;18.5;9.6;1;9;17;65546.23529411765
2400000.0;43.845368;56.358627;45.3;27.5;7.0;2;6;9;52980.132450331126
2590000.0;43.924042;56.303591;58.0;32.3;9.0;2;6;17;44655.1724137931
4293475.0;43.95221608;56.30104584;65.2;36.5;9.6;3;11;23;65850.8435582822
3047347.0;44.01683558;56.26321224;54.7;26.0;16.6;2;10;19;55710.182815356486
2550000.0;44.008762;56.290574;62.5;45.2;7.1;3;2;3;40800.0
4833045.0;43.98184483;56.25952466;80.4;47.0;11.0;3;7;17;60112.49999999999
2637040.0;43.98184483;56.25952466;38.74;15.0;10.5;1;6;17;68070.2116675271
3965190.0;43.94531;56.307525;55.7;30.5;8.9;2;5;22;71188.3303411131
4850000.0;43.957064;56.232669;63.5;31.3;10.1;2;14;15;76377.95275590551
3770000.0;44.079702;56.295865;53.0;31.0;9.0;2;7;10;71132.07547169812
4700000.0;44.02398;56.310293;60.0;40.0;7.4;3;3;9;78333.33333333333
6800000.0;44.078903;56.30505;81.0;53.0;14.0;2;2;9;83950.61728395062
3377000.0;44.05870458;56.29337574;59.77;30.67;10.23;2;9;25;56499.91634599297
2618000.0;44.05870458;56.29337574;41.56;16.06;11.47;1;18;25;62993.26275264677
2170000.0;43.80974;56.367732;43.5;17.8;8.9;1;4;10;49885.057471264365
3350000.0;44.035577;56.281041;50.6;24.3;12.1;2;8;19;66205.53359683794
3600000.0;43.996617;56.317772;44.4;30.0;6.3;2;4;8;81081.08108108108
3143000.0;44.05870458;56.29337574;54.19;24.04;10.84;2;8;25;57999.63092821554
3550000.0;44.005986;56.326887;55.0;31.0;8.5;2;7;9;64545.454545454544
1630000.0;43.828587;56.241259;32.0;25.0;6.0;2;2;3;50937.5
2249000.0;43.91205;56.194769;48.2;25.7;8.4;2;3;3;46659.751037344395
2500000.0;44.043976;56.31889;30.6;17.5;6.4;1;1;5;81699.34640522876
6600000.0;43.830851;56.342401;128.8;52.7;39.8;4;6;10;51242.236024844715
5700000.0;43.94085;56.345324;98.0;56.0;12.0;4;2;16;58163.26530612245
6200000.0;44.067593;56.303581;81.0;46.7;9.5;4;1;11;76543.20987654322
3400000.0;43.820394;56.230002;65.6;35.0;9.0;2;2;17;51829.26829268293
3950000.0;43.926917;56.272655;73.3;44.0;8.3;3;7;9;53888.13096862211
9000000.0;44.079567;56.283819;115.0;80.5;20.4;3;3;5;78260.86956521739
1970000.0;43.943706;56.318501;44.0;22.0;9.3;1;4;4;44772.72727272727
3800000.0;44.046177;56.320128;62.4;45.0;5.8;4;2;5;60897.4358974359
2700000.0;43.934301;56.313438;55.74;44.9;6.0;3;2;3;48439.18191603875
4150000.0;44.071635;56.291688;63.4;40.0;9.3;3;9;9;65457.41324921136
2322180.0;43.80145294;56.36201185;39.9;21.4;11.6;2;1;17;58200.0
1912350.0;43.80145294;56.36201185;32.3;13.6;7.5;1;1;17;59205.88235294118
2200000.0;43.988541;56.296579;42.2;30.0;6.0;2;1;5;52132.70142180094
5700000.0;44.03422661;56.28401069;95.6;47.6;12.2;3;4;10;59623.430962343096
4195000.0;43.89758743;56.265029;85.62;51.4;11.2;3;4;14;48995.561784629754
3100000.0;43.841343;56.343453;61.5;27.0;13.0;2;10;16;50406.50406504065
2730000.0;44.069452;56.285973;39.0;18.0;9.0;1;4;10;70000.0
3160000.0;43.89758743;56.265029;64.51;31.59;13.4;2;10;14;48984.6535420865
3511000.0;44.05870458;56.29337574;59.52;27.84;13.02;2;12;25;58988.5752688172
3190000.0;43.936834;56.307746;80.0;49.0;8.0;2;5;5;39875.0
4700000.0;44.005986;56.326887;67.9;41.6;9.5;3;8;10;69219.44035346096
2472000.0;44.05870458;56.29337574;41.56;16.06;11.47;1;11;25;59480.269489894126
4600000.0;43.938029;56.304845;70.0;48.0;10.0;3;1;5;65714.28571428571
2323000.0;44.05870458;56.29337574;41.12;17.13;9.09;1;5;25;56493.190661478606
16000000.0;44.005986;56.326887;223.0;200.0;23.0;6;5;5;71748.87892376681
3183600.0;43.80145294;56.36201185;55.5;30.5;11.5;2;1;17;57362.16216216216
2449000.0;43.955115;56.238202;31.0;17.0;5.0;1;2;25;79000.0
3400000.0;43.979271;56.237792;63.7;39.5;8.3;3;4;9;53375.19623233908
3900000.0;43.948395;56.225713;65.0;38.0;10.0;3;9;9;60000.0
3090000.0;43.950264;56.341293;44.96;19.98;10.35;1;8;17;68727.75800711743
2867200.0;43.8264292;56.23054953;50.48;30.07;8.58;2;7;10;56798.732171156895
2862710.0;43.91444137;56.34410619;44.0;25.3;11.7;2;12;17;65061.59090909091
3411010.0;43.91444137;56.34410619;55.2;33.2;10.5;2;7;17;61793.65942028985
2591400.0;43.90669543;56.34276076;41.74;19.6;10.23;2;7;10;62084.33157642549
2964160.0;43.90669543;56.34276076;48.81;31.43;6.22;2;6;10;60728.53923376357
3480660.0;43.90722851;56.34358217;56.21;36.24;8.58;3;4;10;61922.433730652905
4659200.0;43.82559323;56.23038617;83.2;50.4;13.18;3;1;10;56000.0
2160000.0;44.045521;56.285923;41.0;17.0;11.0;1;18;27;52682.92682926829
2830000.0;43.913586;56.332222;38.6;16.3;12.6;1;10;12;73316.0621761658
3454600.0;43.830851;56.342401;75.1;28.3;26.2;2;7;10;46000.0
4050000.0;44.005986;56.326887;79.3;45.7;13.7;3;6;10;51071.8789407314
3150000.0;44.005986;56.326887;55.1;39.3;7.0;3;4;9;57168.784029038114
2740000.0;43.88861754;56.31158963;51.0;35.4;6.2;2;8;19;53725.490196078434
2400000.0;43.889529;56.317922;55.9;40.0;5.5;3;2;4;42933.810375670844
4772000.0;44.04841726;56.24714035;87.6;47.3;18.1;3;14;23;54474.88584474886
6900000.0;44.016775;56.325339;85.0;38.0;12.0;2;3;10;81176.4705882353
1380000.0;43.890095;56.192039;33.5;21.0;5.9;1;2;3;41194.02985074627
6600000.0;43.830851;56.342401;128.3;54.0;30.0;4;4;10;51441.93296960249
4990000.0;43.937813;56.345833;92.0;53.0;10.0;4;8;12;54239.13043478261
2600000.0;44.051836;56.285393;41.8;15.0;10.0;1;10;17;62200.95693779905
2150000.0;43.92376054;56.31038836;45.7;30.7;5.9;2;3;5;47045.951859956236
3200000.0;44.048117;56.286198;50.0;34.0;6.0;3;2;5;64000.0
1980000.0;43.96685;56.233432;41.4;18.3;9.7;1;8;16;47826.08695652174
3000000.0;43.95701;56.232619;41.8;11.7;20.0;1;13;15;71770.33492822967
1784000.0;43.91424888;56.3412509;29.0;16.0;5.0;1;10;10;61517.24137931035
5490000.0;43.983888;56.312005;72.0;39.0;19.0;2;5;5;76250.0
2750000.0;43.969308;56.236871;45.1;32.0;5.7;2;3;5;60975.60975609756
3100000.0;43.950264;56.341293;42.6;18.9;10.2;1;17;17;72769.95305164318
3590830.0;43.945099;56.309249;45.9;12.8;6.0;2;9;21;78231.59041394336
3180000.0;43.962301;56.332167;41.4;19.5;9.0;1;6;10;76811.59420289856
3150000.0;43.969973;56.238517;60.5;43.0;6.0;3;5;5;52066.115702479336
2750000.0;43.852473;56.246856;54.0;39.0;6.0;3;4;5;50925.92592592593
5100000.0;44.073683;56.312445;66.5;38.9;9.7;3;2;9;76691.72932330827
2100000.0;43.954935;56.326198;46.7;30.0;8.0;2;1;3;44967.8800856531
4000000.0;44.023531;56.267162;64.0;36.0;12.0;2;2;17;62500.0
4170000.0;43.949824;56.341857;49.0;10.0;25.0;2;3;17;85102.04081632652
3800000.0;43.89641;56.262527;87.0;56.0;9.0;4;7;9;43678.16091954023
3400000.0;43.859633;56.248356;80.6;51.3;11.3;4;2;4;42183.62282878412
3600000.0;43.868886;56.223651;85.0;54.0;9.5;4;9;9;42352.94117647059
3100000.0;43.956121;56.235751;58.2;40.0;7.1;3;3;9;53264.60481099656
4300000.0;43.950902;56.323358;91.8;65.0;10.0;4;5;5;46840.95860566449
2650000.0;43.9162;56.272565;45.9;33.1;5.5;2;3;5;57734.20479302832
3800000.0;43.93033;56.324236;50.2;30.0;8.3;2;14;19;75697.21115537848
2500000.0;44.073531;56.286378;37.2;17.9;8.4;1;2;7;67204.30107526881
1728000.0;43.820251;56.365697;32.0;16.0;8.5;1;5;10;54000.0
5400000.0;44.070593;56.284479;86.0;50.4;10.9;3;4;17;62790.6976744186
1740000.0;43.805689;56.368425;36.0;17.4;8.6;1;5;10;48333.333333333336
2700000.0;43.95542;56.341862;38.0;26.0;8.0;1;4;9;71052.63157894737
3300000.0;43.98166;56.270391;52.5;40.0;6.8;3;1;9;62857.142857142855
2500000.0;43.915077;56.34294;30.5;18.0;9.5;1;9;12;81967.2131147541
2180000.0;43.842942;56.290904;32.1;22.0;5.0;1;6;10;67912.77258566978
3600000.0;43.812085;56.366974;70.0;34.0;14.0;2;2;14;51428.57142857143
1700000.0;43.923288;56.257678;33.7;17.4;5.9;1;5;5;50445.10385756676
1700000.0;44.021707;56.294126;37.1;28.0;5.0;2;1;2;45822.10242587601
4350000.0;43.951234;56.341887;54.0;32.0;10.0;2;15;17;80555.55555555556
2270000.0;43.881992;56.313643;40.5;19.1;10.0;1;5;12;56049.38271604938
2100000.0;43.859543;56.291853;52.0;30.0;9.0;2;2;2;40384.61538461538
3990000.0;43.924581;56.268416;75.9;55.0;7.5;3;3;4;52569.169960474304
3000000.0;43.812085;56.366974;71.0;35.0;14.0;2;14;14;42253.52112676056
5150000.0;43.959049;56.324706;72.5;50.0;11.0;3;12;12;71034.4827586207
2700000.0;44.05375;56.292638;51.1;34.6;6.0;3;5;5;52837.57338551859
1680000.0;43.831686;56.354348;37.0;26.0;6.0;2;3;3;45405.40540540541
4550000.0;43.95542;56.341862;61.2;33.7;12.4;2;6;14;74346.40522875817
1700000.0;43.95109;56.31913;36.8;28.0;5.0;2;1;2;46195.65217391305
6000000.0;44.050848;56.279382;109.0;64.0;16.0;2;9;9;55045.87155963303
3100000.0;43.917637;56.324616;57.4;44.0;5.1;3;4;5;54006.96864111498
5438000.0;43.843526;56.24573;80.0;42.0;15.0;3;2;10;67975.0
5080000.0;43.937813;56.345833;92.0;53.0;10.0;4;8;12;55217.391304347824
1980000.0;43.962562;56.239758;30.7;16.5;6.0;1;2;5;64495.11400651466
4350000.0;44.04151365;56.2865293;76.5;47.2;16.3;3;13;26;56862.74509803922
2950000.0;43.873179;56.347559;45.5;17.6;10.3;1;16;17;64835.16483516483
2730000.0;43.938289;56.336598;38.2;17.2;9.3;1;10;12;71465.96858638743
2200000.0;43.984121;56.270466;44.8;27.8;6.0;2;2;5;49107.14285714286
5150000.0;43.997578;56.319244;67.0;47.0;8.0;3;2;5;76865.67164179105
3500000.0;43.980187;56.258563;61.9;36.3;10.0;2;12;18;56542.81098546042
4590000.0;44.018159;56.261848;78.1;44.5;12.1;3;17;17;58770.806658130605
2200000.0;43.991245;56.289126;43.7;26.0;6.7;2;4;5;50343.24942791762
5650000.0;43.931974;56.343952;103.0;65.0;10.0;5;6;12;54854.36893203884
4000000.0;44.02398;56.310293;58.8;40.0;7.5;3;1;9;68027.21088435374
1900000.0;43.860486;56.242804;29.6;19.5;4.7;2;1;4;64189.18918918919
2800000.0;43.911807;56.341677;46.8;24.7;8.0;2;1;10;59829.059829059835
3600000.0;44.02504;56.311721;54.0;25.0;13.0;1;17;18;66666.66666666667
5700000.0;44.043805;56.302872;88.3;58.0;8.4;4;4;10;64552.66138165346
4050420.0;44.07735257;56.30360161;61.37;32.2;11.3;2;7;10;66000.0
5300000.0;43.924878;56.341682;73.3;33.0;12.5;2;2;15;72305.5934515689
2590080.0;44.07735257;56.30360161;36.48;16.09;10.93;1;6;10;71000.0
2951200.0;44.07735257;56.30360161;43.4;17.65;10.29;1;4;10;68000.0
2650000.0;43.87326;56.314222;54.7;32.4;7.4;2;2;5;48446.069469835464
3590000.0;43.94530964;56.30752544;45.9;23.5;6.0;2;7;21;78213.50762527234
3520000.0;44.066254;56.294421;67.0;38.0;9.0;3;2;9;52537.31343283582
4321800.0;44.018338;56.263597;68.9;36.8;12.2;2;4;19;62725.68940493468
1735000.0;43.956283;56.244755;32.1;18.2;5.8;1;2;2;54049.844236760124
2980000.0;43.957064;56.232669;42.3;18.0;10.0;1;10;15;70449.17257683216
1937400.0;43.90669543;56.34276076;32.29;16.31;8.43;1;1;10;60000.0
4150000.0;43.94579;56.30861;67.0;44.0;9.0;3;8;24;61940.298507462685
2746880.0;43.90688855;56.34420864;47.36;30.22;7.2;2;1;10;58000.0
3567840.0;43.91444137;56.34410619;55.2;33.2;10.5;2;10;17;64634.78260869565
2656800.0;43.90688855;56.34420864;43.41;18.3;13.18;1;2;10;61202.487906012444
4450000.0;43.892332;56.264112;73.5;49.9;8.5;4;3;9;60544.21768707483
2480000.0;43.909795;56.264092;58.6;33.0;10.1;2;2;4;42320.819112627985
2800000.0;43.908492;56.262557;63.4;32.0;8.5;2;4;5;44164.03785488959
7900000.0;43.987472;56.314737;97.5;56.4;17.3;3;5;5;81025.64102564103
4030000.0;44.020045;56.317587;56.0;30.0;9.0;2;5;6;71964.28571428571
13850000.0;44.063227;56.317962;166.0;80.0;18.0;4;19;21;83433.73493975903
5990000.0;44.061143;56.283819;75.0;38.0;17.0;2;10;17;79866.66666666667
6850000.0;44.03188902;56.32236738;84.0;45.0;18.0;2;5;5;81547.61904761905
6754000.0;44.095216;56.294126;118.0;75.0;14.0;4;5;17;57237.28813559322
3850000.0;44.028498;56.309439;60.06;23.25;16.88;1;15;24;64102.5641025641
6450004.0;44.078831;56.285004;96.5;59.0;15.0;3;2;5;66839.41968911917
4550000.0;43.97358841;56.25518061;75.59;41.95;12.21;2;13;17;60193.147241698636
1160000.0;43.911717;56.292478;32.5;21.5;6.2;1;2;2;35692.307692307695
7459000.0;43.941541;56.335316;91.0;51.0;12.0;3;14;17;81967.03296703297
4650000.0;43.94530964;56.30752544;58.9;32.2;8.9;2;16;24;78947.36842105263
6600000.0;44.01806;56.326807;77.0;50.0;7.0;4;5;9;85714.28571428571
2490000.0;44.066775;56.284469;33.0;18.0;8.5;1;8;10;75454.54545454546
2999000.0;43.927114;56.340784;45.0;28.0;7.5;2;9;9;66644.44444444444
3100000.0;43.845431;56.312719;64.5;35.0;7.1;3;9;9;48062.01550387597
4000000.0;43.952582;56.286408;75.2;42.0;9.0;3;1;9;53191.48936170212
3600000.0;43.857163;56.22255;62.6;37.7;9.2;3;4;10;57507.987220447285
2849000.0;44.016703;56.261378;42.4;19.0;9.8;1;8;17;67193.39622641509
3200000.0;43.872919;56.3156;75.8;50.0;8.0;3;5;5;42216.35883905013
5600000.0;44.073019;56.284464;86.2;51.0;10.7;3;16;17;64965.19721577726
2960000.0;43.980187;56.258563;45.5;19.7;12.2;1;14;18;65054.945054945056
1900000.0;43.858124;56.231823;42.3;27.6;5.0;1;5;5;44917.25768321513
2450000.0;44.043805;56.302872;42.5;25.8;6.0;2;1;9;57647.05882352941
2500000.0;43.800973;56.347464;47.1;27.5;8.1;2;5;5;53078.55626326964
3580000.0;44.048519;56.317125;59.0;38.0;9.0;3;7;9;60677.96610169492
1995000.0;43.862355;56.292563;45.0;28.0;6.0;2;2;4;44333.333333333336
2250000.0;43.935352;56.332796;38.3;18.9;8.1;1;7;14;58746.736292428206
2500000.0;43.878075;56.330715;53.6;35.6;6.3;3;1;5;46641.79104477612
2490000.0;43.824266;56.239353;53.0;30.0;9.0;2;7;10;46981.1320754717
3070000.0;44.007774;56.325544;45.4;30.6;7.0;2;3;3;67621.14537444935
2310000.0;43.89074956;56.31613236;44.25;18.39;10.25;1;11;14;52203.38983050847
3500000.0;43.858097;56.262157;71.8;46.0;9.0;3;4;9;48746.51810584959
3330000.0;43.89074956;56.31613236;67.94;32.59;17.04;2;9;14;49013.83573741537
7750000.0;43.929917;56.34924;100.0;55.0;16.0;3;6;19;77500.0
2350000.0;43.957594;56.330201;42.1;30.7;5.5;3;3;5;55819.477434679335
3788800.0;43.98455169;56.28813727;59.2;35.3;9.74;2;4;18;64000.0
2040000.0;43.828614;56.340275;43.0;28.0;6.0;2;1;5;47441.86046511628
2470000.0;44.005986;56.326887;48.0;32.0;6.0;2;5;5;51458.333333333336
2210000.0;43.945099;56.309249;36.0;14.0;10.0;1;8;24;61388.88888888889
2990000.0;43.91249;56.339307;52.0;19.0;13.0;1;9;10;57500.0
5700000.0;43.930097;56.3252;84.7;49.7;11.2;3;13;18;67296.34002361275
2180000.0;43.89747;56.314247;42.3;29.0;6.0;2;3;5;51536.643026004735
1890000.0;44.068141;56.292083;27.1;12.5;6.8;1;7;10;69741.69741697416
3700000.0;43.945853;56.22784;67.0;37.6;9.3;3;9;9;55223.880597014926
2700000.0;43.895835;56.261433;70.0;47.0;6.8;4;9;9;38571.42857142857
3500000.0;43.830851;56.342401;75.2;41.0;14.2;3;2;10;46542.55319148936
1930000.0;43.89074956;56.31613236;36.22;19.47;9.04;1;3;14;53285.47763666483
2415000.0;43.98455169;56.28813727;34.5;16.63;9.84;1;1;18;70000.0
3050000.0;43.867628;56.218441;43.5;22.0;9.0;2;1;17;70114.94252873563
1600000.0;43.860441;56.291559;41.7;29.0;5.6;2;1;3;38369.30455635492
3700000.0;43.83069693;56.3427009;75.2;28.3;26.2;3;6;10;49202.127659574464
2650000.0;43.818319;56.368026;63.8;44.2;7.5;3;7;9;41536.05015673982
2150000.0;43.806902;56.362297;40.0;26.0;6.0;3;3;9;53750.0
2000000.0;43.812085;56.366974;43.0;20.0;10.0;1;10;14;46511.62790697674
3650000.0;43.853938;56.36101;59.0;36.0;9.0;3;3;9;61864.40677966102
1320000.0;43.794469;56.381654;33.0;20.0;5.0;1;2;2;40000.0
2520000.0;43.915077;56.34294;32.0;16.5;8.5;1;5;10;78750.0
3370000.0;43.930447;56.323627;51.0;28.0;8.2;2;16;19;66078.43137254902
2350015.0;43.923064;56.30276;59.5;32.2;8.7;2;2;19;39496.05042016807
2080000.0;43.981876;56.260728;38.0;28.0;5.5;2;3;3;54736.84210526316
1999000.0;43.937867;56.343912;34.0;15.0;7.5;1;5;6;58794.117647058825
5450000.0;43.94085;56.345324;104.0;67.0;14.9;5;11;12;52403.846153846156
6750000.0;44.002483;56.31265;80.0;38.5;15.0;2;3;7;84375.0
3550000.0;44.061035;56.299146;67.3;48.0;9.0;3;3;9;52748.885586924225
3150000.0;43.912436;56.342411;53.3;32.0;10.3;2;1;10;59099.437148217636
2200001.0;43.930285;56.257598;45.0;26.0;6.0;2;4;5;48888.91111111111
2370000.0;44.073144;56.293147;34.5;17.0;8.5;1;1;9;68695.65217391304
4500000.0;44.034652;56.2828;68.3;36.9;13.5;2;4;19;65885.79795021962
3300000.0;43.9882;56.286767;41.1;16.4;11.2;1;16;17;80291.9708029197
4200000.0;44.075462;56.284464;65.0;30.3;13.0;2;6;18;64615.38461538462
3100000.0;43.960352;56.231518;64.7;44.0;7.0;3;7;9;47913.446676970634
3950000.0;44.028121;56.321756;60.0;44.0;7.1;3;8;9;65833.33333333333
4880000.0;44.060496;56.31555;67.0;35.0;12.0;2;17;17;72835.82089552238
3080000.0;43.847964;56.241589;42.4;21.3;9.7;1;5;17;72641.50943396227
2970000.0;43.948512;56.320707;70.0;48.0;13.0;3;3;3;42428.57142857143
2650000.0;43.837328;56.343354;39.0;19.0;10.0;1;8;10;67948.71794871795
2150001.0;43.92256;56.283954;31.2;17.5;6.0;1;5;5;68910.28846153847
2700000.0;44.02998;56.307886;38.2;18.0;8.5;1;1;10;70680.6282722513
5490000.0;44.079064;56.285958;91.5;44.0;13.0;2;2;5;60000.0
2745000.0;43.89074956;56.31613236;56.42;31.93;11.31;2;14;14;48652.95994328252
2700000.0;43.809767;56.310108;59.2;42.5;6.5;3;1;5;45608.10810810811
2000000.0;43.946841;56.290245;33.9;17.5;10.0;1;1;9;58997.05014749263
2760000.0;44.032397;56.310682;55.0;40.0;6.5;3;2;5;50181.818181818184
2600000.0;43.964906;56.233294;44.5;18.0;12.0;1;1;17;58426.96629213483
1770000.0;43.921491;56.291409;33.0;18.7;7.5;1;3;9;53636.36363636364
2850000.0;43.80656;56.367642;56.0;31.0;9.0;2;5;10;50892.857142857145
2250000.0;43.978785;56.313234;44.5;20.0;11.0;1;4;10;50561.79775280899
2750000.0;43.816316;56.361245;64.0;45.4;7.1;3;1;9;42968.75
3300000.0;43.927842;56.347594;66.3;38.0;9.4;3;5;9;49773.7556561086
4300000.0;43.878839;56.329931;77.0;47.0;12.0;3;4;4;55844.155844155845
1650000.0;43.793418;56.37826;38.7;24.0;6.0;2;2;2;42635.65891472868
2499000.0;43.823584;56.360696;43.0;27.0;7.5;2;5;9;58116.27906976744
5880000.0;43.87316708;56.34766284;97.0;50.0;25.0;3;20;25;60618.55670103093
2670000.0;43.926117;56.281841;45.4;32.0;5.0;2;2;5;58810.572687224674
1430000.0;43.858914;56.291354;30.8;16.0;5.8;1;3;3;46428.57142857143
6100000.0;44.077699;56.29569;76.2;38.3;10.0;2;10;10;80052.4934383202
2260000.0;43.95869;56.332516;42.0;28.0;5.0;2;3;5;53809.52380952381
2199999.0;43.88386;56.328259;50.5;29.0;6.0;2;4;4;43564.33663366337
3400000.0;43.93668;56.34681;51.0;21.0;15.0;1;8;16;66666.66666666667
3050000.0;43.992628;56.297553;46.0;28.0;6.3;2;5;9;66304.34782608696
5400000.0;43.936888;56.303881;71.0;45.0;13.0;3;9;10;76056.33802816902
